Community Area,Primary Type,Year,ID
57.0,CRIM SEXUAL ASSAULT,2013,3
57.0,CRIM SEXUAL ASSAULT,2014,9
57.0,CRIM SEXUAL ASSAULT,2015,6
57.0,CRIM SEXUAL ASSAULT,2016,4
57.0,CRIM SEXUAL ASSAULT,2017,3
57.0,CRIMINAL DAMAGE,2002,150
57.0,CRIMINAL DAMAGE,2003,264
57.0,CRIMINAL DAMAGE,2004,266
57.0,CRIMINAL DAMAGE,2005,296
57.0,CRIMINAL DAMAGE,2006,327
57.0,CRIMINAL DAMAGE,2007,360
57.0,CRIMINAL DAMAGE,2008,305
57.0,CRIMINAL DAMAGE,2009,343
57.0,CRIMINAL DAMAGE,2010,213
57.0,CRIMINAL DAMAGE,2011,239
57.0,CRIMINAL DAMAGE,2012,203
57.0,CRIMINAL DAMAGE,2013,179
57.0,CRIMINAL DAMAGE,2014,174
57.0,CRIMINAL DAMAGE,2015,143
57.0,CRIMINAL DAMAGE,2016,114
57.0,CRIMINAL DAMAGE,2017,114
57.0,CRIMINAL DAMAGE,2018,48
57.0,CRIMINAL TRESPASS,2002,20
57.0,CRIMINAL TRESPASS,2003,20
57.0,CRIMINAL TRESPASS,2004,28
57.0,CRIMINAL TRESPASS,2005,22
57.0,CRIMINAL TRESPASS,2006,18
57.0,CRIMINAL TRESPASS,2007,33
57.0,CRIMINAL TRESPASS,2008,26
57.0,CRIMINAL TRESPASS,2009,15
57.0,CRIMINAL TRESPASS,2010,19
57.0,CRIMINAL TRESPASS,2011,14
57.0,CRIMINAL TRESPASS,2012,6
57.0,CRIMINAL TRESPASS,2013,8
57.0,CRIMINAL TRESPASS,2014,10
57.0,CRIMINAL TRESPASS,2015,12
57.0,CRIMINAL TRESPASS,2016,15
57.0,CRIMINAL TRESPASS,2017,23
57.0,CRIMINAL TRESPASS,2018,2
57.0,DECEPTIVE PRACTICE,2001,1
57.0,DECEPTIVE PRACTICE,2002,31
57.0,DECEPTIVE PRACTICE,2003,50
57.0,DECEPTIVE PRACTICE,2004,54
57.0,DECEPTIVE PRACTICE,2005,65
57.0,DECEPTIVE PRACTICE,2006,51
57.0,DECEPTIVE PRACTICE,2007,52
57.0,DECEPTIVE PRACTICE,2008,64
57.0,DECEPTIVE PRACTICE,2009,59
57.0,DECEPTIVE PRACTICE,2010,44
57.0,DECEPTIVE PRACTICE,2011,38
57.0,DECEPTIVE PRACTICE,2012,37
57.0,DECEPTIVE PRACTICE,2013,41
57.0,DECEPTIVE PRACTICE,2014,51
57.0,DECEPTIVE PRACTICE,2015,51
57.0,DECEPTIVE PRACTICE,2016,56
57.0,DECEPTIVE PRACTICE,2017,68
57.0,DECEPTIVE PRACTICE,2018,11
57.0,GAMBLING,2003,2
57.0,GAMBLING,2004,1
57.0,GAMBLING,2006,2
57.0,GAMBLING,2011,2
57.0,GAMBLING,2012,1
57.0,HOMICIDE,2001,1
57.0,HOMICIDE,2003,1
57.0,HOMICIDE,2004,1
57.0,HOMICIDE,2005,2
57.0,HOMICIDE,2007,2
57.0,HOMICIDE,2008,2
57.0,HOMICIDE,2009,3
57.0,HOMICIDE,2012,2
57.0,HOMICIDE,2013,1
57.0,HOMICIDE,2015,1
57.0,HOMICIDE,2016,4
57.0,HOMICIDE,2017,3
57.0,INTERFERENCE WITH PUBLIC OFFICER,2003,3
57.0,INTERFERENCE WITH PUBLIC OFFICER,2006,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2007,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2008,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2011,2
57.0,INTERFERENCE WITH PUBLIC OFFICER,2012,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2013,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2014,3
57.0,INTERFERENCE WITH PUBLIC OFFICER,2015,2
57.0,INTERFERENCE WITH PUBLIC OFFICER,2016,1
57.0,INTERFERENCE WITH PUBLIC OFFICER,2017,1
57.0,INTIMIDATION,2004,2
57.0,INTIMIDATION,2007,3
57.0,INTIMIDATION,2010,1
57.0,INTIMIDATION,2013,1
57.0,INTIMIDATION,2014,1
57.0,INTIMIDATION,2015,1
57.0,INTIMIDATION,2017,1
57.0,KIDNAPPING,2002,1
57.0,KIDNAPPING,2003,5
57.0,KIDNAPPING,2004,3
57.0,KIDNAPPING,2005,4
57.0,KIDNAPPING,2006,1
57.0,KIDNAPPING,2007,1
57.0,KIDNAPPING,2008,3
57.0,KIDNAPPING,2009,1
57.0,KIDNAPPING,2010,3
57.0,KIDNAPPING,2011,1
57.0,KIDNAPPING,2012,6
57.0,KIDNAPPING,2014,1
57.0,KIDNAPPING,2015,5
57.0,KIDNAPPING,2017,3
57.0,LIQUOR LAW VIOLATION,2002,7
57.0,LIQUOR LAW VIOLATION,2003,6
57.0,LIQUOR LAW VIOLATION,2004,2
57.0,LIQUOR LAW VIOLATION,2005,3
57.0,LIQUOR LAW VIOLATION,2006,4
57.0,LIQUOR LAW VIOLATION,2007,4
57.0,LIQUOR LAW VIOLATION,2008,4
57.0,LIQUOR LAW VIOLATION,2009,3
57.0,LIQUOR LAW VIOLATION,2010,7
57.0,LIQUOR LAW VIOLATION,2011,3
57.0,LIQUOR LAW VIOLATION,2012,2
57.0,LIQUOR LAW VIOLATION,2013,5
57.0,LIQUOR LAW VIOLATION,2015,1
57.0,LIQUOR LAW VIOLATION,2017,1
57.0,MOTOR VEHICLE THEFT,2001,4
57.0,MOTOR VEHICLE THEFT,2002,110
57.0,MOTOR VEHICLE THEFT,2003,164
57.0,MOTOR VEHICLE THEFT,2004,106
57.0,MOTOR VEHICLE THEFT,2005,125
57.0,MOTOR VEHICLE THEFT,2006,93
57.0,MOTOR VEHICLE THEFT,2007,111
57.0,MOTOR VEHICLE THEFT,2008,109
57.0,MOTOR VEHICLE THEFT,2009,83
57.0,MOTOR VEHICLE THEFT,2010,94
57.0,MOTOR VEHICLE THEFT,2011,117
57.0,MOTOR VEHICLE THEFT,2012,97
57.0,MOTOR VEHICLE THEFT,2013,90
57.0,MOTOR VEHICLE THEFT,2014,112
57.0,MOTOR VEHICLE THEFT,2015,53
57.0,MOTOR VEHICLE THEFT,2016,70
57.0,MOTOR VEHICLE THEFT,2017,50
57.0,MOTOR VEHICLE THEFT,2018,12
57.0,NARCOTICS,2002,25
57.0,NARCOTICS,2003,65
57.0,NARCOTICS,2004,51
57.0,NARCOTICS,2005,56
57.0,NARCOTICS,2006,95
57.0,NARCOTICS,2007,80
57.0,NARCOTICS,2008,79
57.0,NARCOTICS,2009,94
57.0,NARCOTICS,2010,70
57.0,NARCOTICS,2011,59
57.0,NARCOTICS,2012,67
57.0,NARCOTICS,2013,64
57.0,NARCOTICS,2014,53
57.0,NARCOTICS,2015,42
57.0,NARCOTICS,2016,32
57.0,NARCOTICS,2017,18
57.0,NARCOTICS,2018,7
57.0,NON-CRIMINAL,2016,1
57.0,OBSCENITY,2009,1
57.0,OBSCENITY,2015,1
57.0,OBSCENITY,2017,1
57.0,OFFENSE INVOLVING CHILDREN,2002,9
57.0,OFFENSE INVOLVING CHILDREN,2003,7
57.0,OFFENSE INVOLVING CHILDREN,2004,13
57.0,OFFENSE INVOLVING CHILDREN,2005,13
57.0,OFFENSE INVOLVING CHILDREN,2006,10
57.0,OFFENSE INVOLVING CHILDREN,2007,7
57.0,OFFENSE INVOLVING CHILDREN,2008,16
57.0,OFFENSE INVOLVING CHILDREN,2009,6
57.0,OFFENSE INVOLVING CHILDREN,2010,9
57.0,OFFENSE INVOLVING CHILDREN,2011,7
57.0,OFFENSE INVOLVING CHILDREN,2012,14
57.0,OFFENSE INVOLVING CHILDREN,2013,7
57.0,OFFENSE INVOLVING CHILDREN,2014,17
57.0,OFFENSE INVOLVING CHILDREN,2015,10
57.0,OFFENSE INVOLVING CHILDREN,2016,5
57.0,OFFENSE INVOLVING CHILDREN,2017,8
57.0,OFFENSE INVOLVING CHILDREN,2018,2
57.0,OTHER OFFENSE,2001,1
57.0,OTHER OFFENSE,2002,60
57.0,OTHER OFFENSE,2003,83
57.0,OTHER OFFENSE,2004,80
57.0,OTHER OFFENSE,2005,106
57.0,OTHER OFFENSE,2006,79
57.0,OTHER OFFENSE,2007,102
57.0,OTHER OFFENSE,2008,89
57.0,OTHER OFFENSE,2009,83
57.0,OTHER OFFENSE,2010,73
57.0,OTHER OFFENSE,2011,57
57.0,OTHER OFFENSE,2012,50
57.0,OTHER OFFENSE,2013,54
57.0,OTHER OFFENSE,2014,63
57.0,OTHER OFFENSE,2015,53
57.0,OTHER OFFENSE,2016,50
57.0,OTHER OFFENSE,2017,45
57.0,OTHER OFFENSE,2018,17
57.0,PROSTITUTION,2002,26
57.0,PROSTITUTION,2003,55
57.0,PROSTITUTION,2004,42
57.0,PROSTITUTION,2005,46
57.0,PROSTITUTION,2006,59
57.0,PROSTITUTION,2007,53
57.0,PROSTITUTION,2008,49
57.0,PROSTITUTION,2009,60
57.0,PROSTITUTION,2010,63
57.0,PROSTITUTION,2011,50
57.0,PROSTITUTION,2012,16
57.0,PROSTITUTION,2013,8
57.0,PROSTITUTION,2014,11
57.0,PROSTITUTION,2015,5
57.0,PROSTITUTION,2016,1
57.0,PROSTITUTION,2017,1
57.0,PUBLIC INDECENCY,2014,1
57.0,PUBLIC INDECENCY,2017,1
57.0,PUBLIC PEACE VIOLATION,2002,6
57.0,PUBLIC PEACE VIOLATION,2003,5
57.0,PUBLIC PEACE VIOLATION,2004,2
57.0,PUBLIC PEACE VIOLATION,2005,11
57.0,PUBLIC PEACE VIOLATION,2006,15
57.0,PUBLIC PEACE VIOLATION,2007,23
57.0,PUBLIC PEACE VIOLATION,2008,15
57.0,PUBLIC PEACE VIOLATION,2009,14
57.0,PUBLIC PEACE VIOLATION,2010,10
57.0,PUBLIC PEACE VIOLATION,2011,8
57.0,PUBLIC PEACE VIOLATION,2012,10
57.0,PUBLIC PEACE VIOLATION,2013,16
57.0,PUBLIC PEACE VIOLATION,2014,7
57.0,PUBLIC PEACE VIOLATION,2015,17
57.0,PUBLIC PEACE VIOLATION,2016,7
57.0,PUBLIC PEACE VIOLATION,2017,6
57.0,PUBLIC PEACE VIOLATION,2018,1
57.0,ROBBERY,2002,41
57.0,ROBBERY,2003,68
57.0,ROBBERY,2004,56
57.0,ROBBERY,2005,57
57.0,ROBBERY,2006,88
57.0,ROBBERY,2007,41
57.0,ROBBERY,2008,55
57.0,ROBBERY,2009,52
57.0,ROBBERY,2010,65
57.0,ROBBERY,2011,53
57.0,ROBBERY,2012,67
57.0,ROBBERY,2013,52
57.0,ROBBERY,2014,33
57.0,ROBBERY,2015,43
57.0,ROBBERY,2016,25
57.0,ROBBERY,2017,30
57.0,ROBBERY,2018,12
57.0,SEX OFFENSE,2001,1
57.0,SEX OFFENSE,2002,11
57.0,SEX OFFENSE,2003,14
57.0,SEX OFFENSE,2004,8
57.0,SEX OFFENSE,2005,14
57.0,SEX OFFENSE,2006,8
57.0,SEX OFFENSE,2007,10
57.0,SEX OFFENSE,2008,13
57.0,SEX OFFENSE,2009,6
57.0,SEX OFFENSE,2010,3
57.0,SEX OFFENSE,2011,3
57.0,SEX OFFENSE,2012,3
57.0,SEX OFFENSE,2013,5
57.0,SEX OFFENSE,2014,4
57.0,SEX OFFENSE,2015,4
57.0,SEX OFFENSE,2016,3
57.0,SEX OFFENSE,2017,3
57.0,SEX OFFENSE,2018,4
57.0,STALKING,2004,1
57.0,STALKING,2005,2
57.0,STALKING,2006,1
57.0,STALKING,2008,1
57.0,STALKING,2011,1
57.0,STALKING,2015,1
57.0,STALKING,2016,3
57.0,THEFT,2001,5
57.0,THEFT,2002,287
57.0,THEFT,2003,392
57.0,THEFT,2004,415
57.0,THEFT,2005,400
57.0,THEFT,2006,397
57.0,THEFT,2007,404
57.0,THEFT,2008,353
57.0,THEFT,2009,408
57.0,THEFT,2010,296
57.0,THEFT,2011,270
57.0,THEFT,2012,253
57.0,THEFT,2013,358
57.0,THEFT,2014,260
57.0,THEFT,2015,220
57.0,THEFT,2016,216
57.0,THEFT,2017,180
57.0,THEFT,2018,69
57.0,WEAPONS VIOLATION,2002,10
57.0,WEAPONS VIOLATION,2003,5
57.0,WEAPONS VIOLATION,2004,13
57.0,WEAPONS VIOLATION,2005,6
57.0,WEAPONS VIOLATION,2006,13
57.0,WEAPONS VIOLATION,2007,11
57.0,WEAPONS VIOLATION,2008,12
57.0,WEAPONS VIOLATION,2009,16
57.0,WEAPONS VIOLATION,2010,7
57.0,WEAPONS VIOLATION,2011,12
57.0,WEAPONS VIOLATION,2012,6
57.0,WEAPONS VIOLATION,2013,12
57.0,WEAPONS VIOLATION,2014,11
57.0,WEAPONS VIOLATION,2015,11
57.0,WEAPONS VIOLATION,2016,13
57.0,WEAPONS VIOLATION,2017,5
57.0,WEAPONS VIOLATION,2018,1
58.0,ARSON,2002,11
58.0,ARSON,2003,19
58.0,ARSON,2004,13
58.0,ARSON,2005,16
58.0,ARSON,2006,11
58.0,ARSON,2007,9
58.0,ARSON,2008,8
58.0,ARSON,2009,8
58.0,ARSON,2010,8
58.0,ARSON,2011,9
58.0,ARSON,2012,5
58.0,ARSON,2013,11
58.0,ARSON,2014,10
58.0,ARSON,2015,11
58.0,ARSON,2016,11
58.0,ARSON,2017,12
58.0,ASSAULT,2002,200
58.0,ASSAULT,2003,243
58.0,ASSAULT,2004,236
58.0,ASSAULT,2005,237
58.0,ASSAULT,2006,253
58.0,ASSAULT,2007,236
58.0,ASSAULT,2008,216
58.0,ASSAULT,2009,203
58.0,ASSAULT,2010,183
58.0,ASSAULT,2011,185
58.0,ASSAULT,2012,201
58.0,ASSAULT,2013,164
58.0,ASSAULT,2014,159
58.0,ASSAULT,2015,151
58.0,ASSAULT,2016,203
58.0,ASSAULT,2017,182
58.0,ASSAULT,2018,71
58.0,BATTERY,2001,1
58.0,BATTERY,2002,566
58.0,BATTERY,2003,802
58.0,BATTERY,2004,825
58.0,BATTERY,2005,760
58.0,BATTERY,2006,684
58.0,BATTERY,2007,766
58.0,BATTERY,2008,749
58.0,BATTERY,2009,682
58.0,BATTERY,2010,656
58.0,BATTERY,2011,629
58.0,BATTERY,2012,625
58.0,BATTERY,2013,523
58.0,BATTERY,2014,564
58.0,BATTERY,2015,549
58.0,BATTERY,2016,534
58.0,BATTERY,2017,477
58.0,BATTERY,2018,162
58.0,BURGLARY,2001,1
58.0,BURGLARY,2002,250
58.0,BURGLARY,2003,384
58.0,BURGLARY,2004,346
58.0,BURGLARY,2005,318
58.0,BURGLARY,2006,420
58.0,BURGLARY,2007,304
58.0,BURGLARY,2008,284
58.0,BURGLARY,2009,287
58.0,BURGLARY,2010,288
58.0,BURGLARY,2011,283
58.0,BURGLARY,2012,291
58.0,BURGLARY,2013,218
58.0,BURGLARY,2014,247
58.0,BURGLARY,2015,140
58.0,BURGLARY,2016,198
58.0,BURGLARY,2017,131
58.0,BURGLARY,2018,36
58.0,CRIM SEXUAL ASSAULT,2001,1
58.0,CRIM SEXUAL ASSAULT,2002,13
58.0,CRIM SEXUAL ASSAULT,2003,16
58.0,CRIM SEXUAL ASSAULT,2004,16
58.0,CRIM SEXUAL ASSAULT,2005,21
58.0,CRIM SEXUAL ASSAULT,2006,24
58.0,CRIM SEXUAL ASSAULT,2007,13
58.0,CRIM SEXUAL ASSAULT,2008,17
58.0,CRIM SEXUAL ASSAULT,2009,11
58.0,CRIM SEXUAL ASSAULT,2010,16
58.0,CRIM SEXUAL ASSAULT,2011,19
58.0,CRIM SEXUAL ASSAULT,2012,26
58.0,CRIM SEXUAL ASSAULT,2013,6
58.0,CRIM SEXUAL ASSAULT,2014,12
58.0,CRIM SEXUAL ASSAULT,2015,9
58.0,CRIM SEXUAL ASSAULT,2016,16
58.0,CRIM SEXUAL ASSAULT,2017,8
58.0,CRIM SEXUAL ASSAULT,2018,6
58.0,CRIMINAL DAMAGE,2001,1
58.0,CRIMINAL DAMAGE,2002,426
58.0,CRIMINAL DAMAGE,2003,665
58.0,CRIMINAL DAMAGE,2004,662
58.0,CRIMINAL DAMAGE,2005,655
58.0,CRIMINAL DAMAGE,2006,798
58.0,CRIMINAL DAMAGE,2007,659
58.0,CRIMINAL DAMAGE,2008,679
58.0,CRIMINAL DAMAGE,2009,571
58.0,CRIMINAL DAMAGE,2010,419
58.0,CRIMINAL DAMAGE,2011,545
58.0,CRIMINAL DAMAGE,2012,457
58.0,CRIMINAL DAMAGE,2013,344
58.0,CRIMINAL DAMAGE,2014,414
58.0,CRIMINAL DAMAGE,2015,348
58.0,CRIMINAL DAMAGE,2016,374
58.0,CRIMINAL DAMAGE,2017,309
58.0,CRIMINAL DAMAGE,2018,104
58.0,CRIMINAL TRESPASS,2002,32
58.0,CRIMINAL TRESPASS,2003,66
58.0,CRIMINAL TRESPASS,2004,56
58.0,CRIMINAL TRESPASS,2005,73
58.0,CRIMINAL TRESPASS,2006,84
58.0,CRIMINAL TRESPASS,2007,75
58.0,CRIMINAL TRESPASS,2008,83
58.0,CRIMINAL TRESPASS,2009,61
58.0,CRIMINAL TRESPASS,2010,58
58.0,CRIMINAL TRESPASS,2011,43
58.0,CRIMINAL TRESPASS,2012,56
58.0,CRIMINAL TRESPASS,2013,50
58.0,CRIMINAL TRESPASS,2014,55
58.0,CRIMINAL TRESPASS,2015,35
58.0,CRIMINAL TRESPASS,2016,36
58.0,CRIMINAL TRESPASS,2017,35
58.0,CRIMINAL TRESPASS,2018,11
58.0,DECEPTIVE PRACTICE,2001,2
58.0,DECEPTIVE PRACTICE,2002,71
58.0,DECEPTIVE PRACTICE,2003,123
58.0,DECEPTIVE PRACTICE,2004,136
58.0,DECEPTIVE PRACTICE,2005,113
58.0,DECEPTIVE PRACTICE,2006,114
58.0,DECEPTIVE PRACTICE,2007,99
58.0,DECEPTIVE PRACTICE,2008,112
58.0,DECEPTIVE PRACTICE,2009,114
58.0,DECEPTIVE PRACTICE,2010,121
58.0,DECEPTIVE PRACTICE,2011,73
58.0,DECEPTIVE PRACTICE,2012,87
58.0,DECEPTIVE PRACTICE,2013,81
58.0,DECEPTIVE PRACTICE,2014,112
58.0,DECEPTIVE PRACTICE,2015,114
58.0,DECEPTIVE PRACTICE,2016,121
58.0,DECEPTIVE PRACTICE,2017,99
58.0,DECEPTIVE PRACTICE,2018,31
58.0,GAMBLING,2002,2
58.0,GAMBLING,2003,9
58.0,GAMBLING,2004,3
58.0,GAMBLING,2005,1
58.0,GAMBLING,2006,2
58.0,GAMBLING,2009,1
58.0,HOMICIDE,2001,7
58.0,HOMICIDE,2002,8
58.0,HOMICIDE,2003,5
58.0,HOMICIDE,2004,3
58.0,HOMICIDE,2005,5
58.0,HOMICIDE,2006,8
58.0,HOMICIDE,2007,5
58.0,HOMICIDE,2008,6
58.0,HOMICIDE,2009,7
58.0,HOMICIDE,2010,7
58.0,HOMICIDE,2011,10
58.0,HOMICIDE,2012,7
58.0,HOMICIDE,2013,3
58.0,HOMICIDE,2014,2
58.0,HOMICIDE,2015,5
58.0,HOMICIDE,2016,12
58.0,HOMICIDE,2017,23
58.0,INTERFERENCE WITH PUBLIC OFFICER,2002,3
58.0,INTERFERENCE WITH PUBLIC OFFICER,2003,1
58.0,INTERFERENCE WITH PUBLIC OFFICER,2004,3
58.0,INTERFERENCE WITH PUBLIC OFFICER,2005,4
58.0,INTERFERENCE WITH PUBLIC OFFICER,2006,1
58.0,INTERFERENCE WITH PUBLIC OFFICER,2007,5
58.0,INTERFERENCE WITH PUBLIC OFFICER,2008,5
58.0,INTERFERENCE WITH PUBLIC OFFICER,2009,6
58.0,INTERFERENCE WITH PUBLIC OFFICER,2010,8
58.0,INTERFERENCE WITH PUBLIC OFFICER,2011,10
58.0,INTERFERENCE WITH PUBLIC OFFICER,2012,5
58.0,INTERFERENCE WITH PUBLIC OFFICER,2013,11
58.0,INTERFERENCE WITH PUBLIC OFFICER,2014,16
58.0,INTERFERENCE WITH PUBLIC OFFICER,2015,19
58.0,INTERFERENCE WITH PUBLIC OFFICER,2016,9
58.0,INTERFERENCE WITH PUBLIC OFFICER,2017,12
58.0,INTERFERENCE WITH PUBLIC OFFICER,2018,5
58.0,INTIMIDATION,2002,6
58.0,INTIMIDATION,2003,6
58.0,INTIMIDATION,2004,2
58.0,INTIMIDATION,2005,7
58.0,INTIMIDATION,2006,4
58.0,INTIMIDATION,2007,4
58.0,INTIMIDATION,2008,2
58.0,INTIMIDATION,2009,3
58.0,INTIMIDATION,2010,2
58.0,INTIMIDATION,2011,2
58.0,INTIMIDATION,2012,3
58.0,INTIMIDATION,2013,1
58.0,INTIMIDATION,2014,1
58.0,INTIMIDATION,2016,1
58.0,INTIMIDATION,2017,4
58.0,KIDNAPPING,2002,9
58.0,KIDNAPPING,2003,9
58.0,KIDNAPPING,2004,4
58.0,KIDNAPPING,2005,7
58.0,KIDNAPPING,2006,5
58.0,KIDNAPPING,2007,4
58.0,KIDNAPPING,2008,7
58.0,KIDNAPPING,2009,3
58.0,KIDNAPPING,2010,6
58.0,KIDNAPPING,2011,7
58.0,KIDNAPPING,2012,7
58.0,KIDNAPPING,2013,2
58.0,KIDNAPPING,2014,7
58.0,KIDNAPPING,2015,2
58.0,KIDNAPPING,2016,2
58.0,KIDNAPPING,2017,4
58.0,KIDNAPPING,2018,1
58.0,LIQUOR LAW VIOLATION,2002,14
58.0,LIQUOR LAW VIOLATION,2003,26
58.0,LIQUOR LAW VIOLATION,2004,12
58.0,LIQUOR LAW VIOLATION,2005,15
58.0,LIQUOR LAW VIOLATION,2006,12
58.0,LIQUOR LAW VIOLATION,2007,18
58.0,LIQUOR LAW VIOLATION,2008,12
58.0,LIQUOR LAW VIOLATION,2009,21
58.0,LIQUOR LAW VIOLATION,2010,16
58.0,LIQUOR LAW VIOLATION,2011,8
58.0,LIQUOR LAW VIOLATION,2012,11
58.0,LIQUOR LAW VIOLATION,2013,12
58.0,LIQUOR LAW VIOLATION,2014,4
58.0,LIQUOR LAW VIOLATION,2015,7
58.0,LIQUOR LAW VIOLATION,2016,5
58.0,LIQUOR LAW VIOLATION,2017,6
58.0,MOTOR VEHICLE THEFT,2001,9
58.0,MOTOR VEHICLE THEFT,2002,385
58.0,MOTOR VEHICLE THEFT,2003,375
58.0,MOTOR VEHICLE THEFT,2004,318
58.0,MOTOR VEHICLE THEFT,2005,246
58.0,MOTOR VEHICLE THEFT,2006,224
58.0,MOTOR VEHICLE THEFT,2007,216
58.0,MOTOR VEHICLE THEFT,2008,294
58.0,MOTOR VEHICLE THEFT,2009,195
58.0,MOTOR VEHICLE THEFT,2010,345
58.0,MOTOR VEHICLE THEFT,2011,468
58.0,MOTOR VEHICLE THEFT,2012,273
58.0,MOTOR VEHICLE THEFT,2013,294
58.0,MOTOR VEHICLE THEFT,2014,163
58.0,MOTOR VEHICLE THEFT,2015,169
58.0,MOTOR VEHICLE THEFT,2016,153
58.0,MOTOR VEHICLE THEFT,2017,91
58.0,MOTOR VEHICLE THEFT,2018,43
58.0,NARCOTICS,2002,204
58.0,NARCOTICS,2003,332
58.0,NARCOTICS,2004,314
58.0,NARCOTICS,2005,304
58.0,NARCOTICS,2006,364
58.0,NARCOTICS,2007,359
58.0,NARCOTICS,2008,332
58.0,NARCOTICS,2009,402
58.0,NARCOTICS,2010,332
58.0,NARCOTICS,2011,239
58.0,NARCOTICS,2012,160
58.0,NARCOTICS,2013,223
58.0,NARCOTICS,2014,322
58.0,NARCOTICS,2015,306
58.0,NARCOTICS,2016,157
58.0,NARCOTICS,2017,98
58.0,NARCOTICS,2018,33
58.0,NON - CRIMINAL,2014,1
58.0,OBSCENITY,2002,1
58.0,OBSCENITY,2003,2
58.0,OBSCENITY,2008,1
58.0,OBSCENITY,2012,3
58.0,OBSCENITY,2014,1
58.0,OBSCENITY,2015,1
58.0,OBSCENITY,2016,1
58.0,OBSCENITY,2017,1
58.0,OFFENSE INVOLVING CHILDREN,2001,5
58.0,OFFENSE INVOLVING CHILDREN,2002,34
58.0,OFFENSE INVOLVING CHILDREN,2003,41
58.0,OFFENSE INVOLVING CHILDREN,2004,45
58.0,OFFENSE INVOLVING CHILDREN,2005,49
58.0,OFFENSE INVOLVING CHILDREN,2006,36
58.0,OFFENSE INVOLVING CHILDREN,2007,40
58.0,OFFENSE INVOLVING CHILDREN,2008,36
58.0,OFFENSE INVOLVING CHILDREN,2009,42
58.0,OFFENSE INVOLVING CHILDREN,2010,40
58.0,OFFENSE INVOLVING CHILDREN,2011,40
58.0,OFFENSE INVOLVING CHILDREN,2012,20
58.0,OFFENSE INVOLVING CHILDREN,2013,16
58.0,OFFENSE INVOLVING CHILDREN,2014,33
58.0,OFFENSE INVOLVING CHILDREN,2015,47
58.0,OFFENSE INVOLVING CHILDREN,2016,27
58.0,OFFENSE INVOLVING CHILDREN,2017,20
58.0,OFFENSE INVOLVING CHILDREN,2018,12
58.0,OTHER NARCOTIC VIOLATION,2010,1
58.0,OTHER OFFENSE,2001,1
58.0,OTHER OFFENSE,2002,198
58.0,OTHER OFFENSE,2003,304
58.0,OTHER OFFENSE,2004,268
58.0,OTHER OFFENSE,2005,305
58.0,OTHER OFFENSE,2006,265
58.0,OTHER OFFENSE,2007,246
58.0,OTHER OFFENSE,2008,248
58.0,OTHER OFFENSE,2009,264
58.0,OTHER OFFENSE,2010,238
58.0,OTHER OFFENSE,2011,223
58.0,OTHER OFFENSE,2012,199
58.0,OTHER OFFENSE,2013,191
58.0,OTHER OFFENSE,2014,189
58.0,OTHER OFFENSE,2015,181
58.0,OTHER OFFENSE,2016,173
58.0,OTHER OFFENSE,2017,171
58.0,OTHER OFFENSE,2018,53
58.0,PROSTITUTION,2001,2
58.0,PROSTITUTION,2002,179
58.0,PROSTITUTION,2003,313
58.0,PROSTITUTION,2004,300
58.0,PROSTITUTION,2005,254
58.0,PROSTITUTION,2006,267
58.0,PROSTITUTION,2007,260
58.0,PROSTITUTION,2008,157
58.0,PROSTITUTION,2009,75
58.0,PROSTITUTION,2010,58
58.0,PROSTITUTION,2011,99
58.0,PROSTITUTION,2012,27
58.0,PROSTITUTION,2013,97
58.0,PROSTITUTION,2014,12
58.0,PROSTITUTION,2015,63
58.0,PROSTITUTION,2016,29
58.0,PROSTITUTION,2017,14
58.0,PROSTITUTION,2018,1
58.0,PUBLIC INDECENCY,2008,1
58.0,PUBLIC INDECENCY,2010,1
58.0,PUBLIC PEACE VIOLATION,2002,25
58.0,PUBLIC PEACE VIOLATION,2003,46
58.0,PUBLIC PEACE VIOLATION,2004,41
58.0,PUBLIC PEACE VIOLATION,2005,46
58.0,PUBLIC PEACE VIOLATION,2006,68
58.0,PUBLIC PEACE VIOLATION,2007,64
58.0,PUBLIC PEACE VIOLATION,2008,58
58.0,PUBLIC PEACE VIOLATION,2009,88
58.0,PUBLIC PEACE VIOLATION,2010,86
58.0,PUBLIC PEACE VIOLATION,2011,70
58.0,PUBLIC PEACE VIOLATION,2012,45
58.0,PUBLIC PEACE VIOLATION,2013,47
58.0,PUBLIC PEACE VIOLATION,2014,40
58.0,PUBLIC PEACE VIOLATION,2015,22
58.0,PUBLIC PEACE VIOLATION,2016,18
58.0,PUBLIC PEACE VIOLATION,2017,13
58.0,PUBLIC PEACE VIOLATION,2018,2
58.0,ROBBERY,2002,123
58.0,ROBBERY,2003,207
58.0,ROBBERY,2004,152
58.0,ROBBERY,2005,156
58.0,ROBBERY,2006,145
58.0,ROBBERY,2007,135
58.0,ROBBERY,2008,137
58.0,ROBBERY,2009,121
58.0,ROBBERY,2010,115
58.0,ROBBERY,2011,130
58.0,ROBBERY,2012,121
58.0,ROBBERY,2013,86
58.0,ROBBERY,2014,65
58.0,ROBBERY,2015,106
58.0,ROBBERY,2016,151
58.0,ROBBERY,2017,130
